feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,label
0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764
0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542
0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89
0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162
0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266
0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124
1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546
0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934
0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496
0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944
0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006
1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998
1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06
0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024
0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012
0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022
0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022
0.02,0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01
0.022,0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024
0.024,0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016
0.026,0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018
0.026,0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02
0.016,1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876
1.674,1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196
1.764,0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024
0.542,0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036
0.89,0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036
0.162,1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032
1.266,0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034
0.124,0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492
0.546,0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532
0.934,0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27
0.496,2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332
2.944,1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17
1.006,1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178
1.998,0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316
0.06,0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456
0.024,0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058
0.012,0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586
0.022,0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486
0.022,0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416
0.01,0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022
0.024,0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016
0.016,0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024
0.018,0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024
0.02,0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014
0.876,0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024
0.196,0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02
0.024,0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69
0.036,0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81
0.036,0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336
0.032,2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142
2.034,0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5
0.492,2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528
2.532,1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374
1.27,1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432
1.332,0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954
0.17,0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54
0.178,0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36
0.316,0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254
0.456,1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134
1.058,1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59
1.586,0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106
0.486,0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13
0.416,0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082
0.022,0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018
0.016,0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026
0.024,0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026
0.024,0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026
0.014,0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026
0.024,0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02
0.02,0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02
0.69,0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858
0.81,0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862
0.336,0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02
0.142,0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448
0.5,1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49
1.528,0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62
0.374,0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276
0.432,1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504
1.954,0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342
0.54,2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368
2.36,1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78
1.254,1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882
1.134,1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324
1.59,0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178
0.106,0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972
0.13,0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238
0.082,0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106
0.018,0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114
0.026,0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03
0.026,0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026
0.026,0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024
0.026,0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03
0.02,0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03
0.02,1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024
1.858,0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202
0.862,0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348
0.02,0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554
0.448,0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16
0.49,0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806
0.62,2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36
2.276,0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396
0.504,0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674
0.342,0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688
0.368,0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794
0.78,0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94
0.882,0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878
0.324,0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396
0.178,0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27
0.972,0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132
0.238,0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092
0.106,0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036
0.114,0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024
0.03,0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016
0.026,0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02
0.024,0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024
0.03,0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022
0.03,0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02
0.024,2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014
2.202,0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816
0.348,0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97
0.554,0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416
0.16,0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392
0.806,0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394
0.36,1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676
1.396,0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396
0.674,0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842
0.688,1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714
1.794,0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536
0.94,1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61
1.878,2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148
2.396,0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148,1.674
0.27,1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148,1.674,3.098
1.132,0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148,1.674,3.098,0.352
0.092,0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148,1.674,3.098,0.352,1.638
0.036,0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148,1.674,3.098,0.352,1.638,0.2
0.024,0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148,1.674,3.098,0.352,1.638,0.2,0.172
0.016,0.02,0.024,0.022,0.02,0.014,2.816,0.97,0.416,0.392,0.394,0.676,0.396,1.842,0.714,0.536,0.61,1.148,1.674,3.098,0.352,1.638,0.2,0.172,0.13
