feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,label
0.112,1.112,1.714,1.338,0.018,0.132,0.84,0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022
1.112,1.714,1.338,0.018,0.132,0.84,0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022
1.714,1.338,0.018,0.132,0.84,0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016
1.338,0.018,0.132,0.84,0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148
0.018,0.132,0.84,0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522
0.132,0.84,0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328
0.84,0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718
0.168,0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17
0.174,0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454
0.238,0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18
0.166,0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186
0.064,0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164
0.026,0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116
0.018,0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02
0.018,0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022
0.018,0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02
0.016,0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022
0.022,0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018
0.02,2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018
2.91,2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034
2.022,0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016
0.352,0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466
0.506,0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33
0.054,0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174
0.022,0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598
0.022,0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898
0.016,0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518
0.148,0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858
0.522,0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552
0.328,0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124
0.718,2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796
2.17,0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526
0.454,0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516
0.18,0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162
0.186,0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128
0.164,0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102
0.116,0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478
0.02,0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03
0.022,0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028
0.02,0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028
0.022,0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028
0.018,0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026
0.018,0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028
0.034,0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176
0.016,1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402
1.466,2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258
2.33,1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01
1.174,1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018
1.598,2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018
2.898,0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018
0.518,2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17
2.858,1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616
1.552,1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544
1.124,0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506
0.796,2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72
2.526,0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758
0.516,0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67
0.162,0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168
0.128,0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138
0.102,1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364
1.478,0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044
0.03,0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022
0.028,0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02
0.028,0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016
0.028,0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014
0.026,0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018
0.028,2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02
2.176,2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14
2.402,0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33
0.258,0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148
0.01,0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362
0.018,0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092
0.018,0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046
0.018,1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33
1.17,0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022
0.616,0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896
0.544,1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202
1.506,1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836
1.72,1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804
1.758,1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022
1.67,0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022
0.168,0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1
0.138,0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18
0.364,0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09
0.044,0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02
0.022,0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018
0.02,0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018
0.016,0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022
0.014,0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022
0.018,0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022
0.02,0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022
0.14,1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056
1.33,1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232
1.148,0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626
0.362,0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736
0.092,0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746
0.046,1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098
1.33,0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04
0.022,1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794
1.896,2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882
2.202,0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894
0.836,0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986
0.804,0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146
0.022,0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38
0.022,0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372
0.1,0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312
0.18,0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088
0.09,0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022
0.02,0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018
0.018,0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018
0.018,0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022
0.022,0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022
0.022,0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022
0.022,0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018
0.022,0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014
0.056,2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904
2.232,1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52
1.626,0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018
0.736,0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014
0.746,1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126
1.098,2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23
2.04,0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518
0.794,0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202
0.882,1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316
1.894,0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374
0.986,0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39
0.146,1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268
1.38,1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21
1.372,0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124
0.312,0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426
0.088,0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192
0.022,0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05
0.018,0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02
0.018,0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022
0.022,0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024
0.022,0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026
0.022,0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026
0.018,0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016
0.014,0.904,0.52,0.018,0.014,0.126,0.23,1.518,0.202,0.316,0.374,0.39,1.268,1.21,0.124,0.426,0.192,0.05,0.02,0.022,0.024,0.026,0.026,0.016,1.674
